0,200.552991166,147.781559737,22.2757000745,271.171146765,207.468440263
104.24808407,125.30564118,133.02948974,209.78221896,248.70951033,191.31899511
116.23794801,231.803639408,139.011282842,210.608205836,246.042514438,162.796409466
100.807566596,166.048412814,92.3980424577,211.468749193,198.780534554,135.970378595
0,218.548261735,94.8028854898,109.091730203,252.755309694,123.39354308
110.426036293,158.969349233,71.8276919024,210.755781889,195.939741676,99.6268535522
12.0565580595,193.647649386,99.1256730978,187.185866183,208.200835462,109.207660236
53.6325437723,213.433805345,82.2897909662,209.034122894,239.423337513,105.091161415
75.3410091948,215.948851238,187.388400186,214.658990805,234.176148762,211.861599814
70.9039174882,132.610003849,79.6311650701,211.296082512,158.589996151,97.5688349299
31.6308767079,183.985230478,91.9694446808,198.723289959,212.681436189,124.613888653
